UserId,User_name,User_email,Age,Gender,Total_Complaints,Avg_Complaint_Length,Avg_Sentiment_Score,Sentiment_Variance,High_Severity_Ratio,Complaint_Frequency_Index,Avg_Days_Between_Complaints,Aggressive_Score,Avg_Risk_Level,High_Risk_Complaint_Ratio,Avg_Feedback_Score,Feedback_Variance,Resolution_Rate,User_Risk_Profile,Average_Feedback_Sentiment,Cluster_Profile,average_feedback_score,average_feedback_sentiment,feedback_variance
1051,Emma Garcia,emma.garcia1051@example.com,54,Female,1,129.0,-0.031604178,0.0,0.0,15.0,,0.103,0.371321358,0.0,,,0.0,1,0.175723448,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1052,Abigail Martin,abigail.martin1052@example.com,52,Male,6,274.6666666666667,-0.5090733470000001,0.0473061060323458,0.8333333333333334,0.6593406593406594,54.4,0.2028333333333333,0.5614405045,0.0,3.75,1.6875,66.66666666666666,2,0.0880997873333333,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1053,William Garcia,william.garcia1053@example.com,40,Male,2,209.5,-0.5451384335,0.0536810454707319,1.0,0.9090909090909092,65.0,0.42,0.649169991,0.5,,,0.0,3,0.175723448,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1054,Abigail White,abigail.white1054@example.com,46,Male,4,205.25,-0.47056959125,0.1553207651240289,0.5,0.6122448979591836,65.0,0.2269999999999999,0.55738511675,0.25,3.0,0.0,25.0,2,0.015483338,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1055,Isabella Lewis,isabella.lewis1055@example.com,50,Female,3,195.0,-0.550695101,0.0392412252535643,1.0,0.8333333333333333,53.5,0.2876666666666667,0.6046592409999999,0.3333333333333333,4.0,0.0,66.66666666666666,3,0.6426700203333333,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1056,Noah Martin,noah.martin1056@example.com,28,Male,5,159.6,-0.6541898848,0.0415399514152845,0.8,0.4411764705882353,84.75,0.1951999999999999,0.6059317126,0.0,5.0,0.0,40.0,2,0.4558913738,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1057,Lucas Martin,lucas.martin1057@example.com,50,Male,7,240.0,-0.5689025607142857,0.0622946239798058,0.7142857142857143,0.6422018348623852,54.333333333333336,0.2937142857142857,0.6126933321428571,0.1428571428571428,4.0,1.5,57.14285714285714,3,0.2128473241428571,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1058,Ava Jackson,ava.jackson1058@example.com,39,Female,4,180.5,-0.292383205,0.1611744292164606,0.5,0.6282722513089005,63.333333333333336,0.174,0.4809245414999999,0.0,4.5,0.25,100.0,1,0.521992162,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1059,David Johnson,david.johnson1059@example.com,55,Male,4,306.5,-0.56476250275,0.0089323998394765,1.0,0.5286343612334802,75.33333333333333,0.222,0.5862478135,0.0,5.0,0.0,25.0,2,0.35214287025,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1061,Mia Johnson,mia.johnson1061@example.com,47,Female,3,568.0,-0.482648621,0.0013639723121931,1.0,0.5660377358490566,79.0,0.1636666666666666,0.539144135,0.0,4.0,0.0,66.66666666666666,1,0.6426700003333333,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1062,Mia Harris,mia.harris1062@example.com,52,Female,6,199.5,-0.7111066778333334,0.0111079401227024,1.0,0.6818181818181819,52.6,0.2036666666666666,0.6273930038333333,0.1666666666666666,2.0,0.5,66.66666666666666,3,-0.4487852653333333,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1063,Ethan Lewis,ethan.lewis1063@example.com,57,Male,2,270.0,-0.1454876345,0.0321929037743399,0.0,0.5042016806722689,118.0,0.1555,0.4267084815,0.0,3.0,1.0,100.0,1,0.015530914,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1064,Mia Jackson,mia.jackson1064@example.com,28,Female,4,121.5,-0.5955743195000001,0.0187092381946583,0.75,0.4181184668989547,95.33333333333331,0.11025,0.557149154,0.0,5.0,0.0,75.0,1,0.645643968,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1065,Ava Clark,ava.clark1065@example.com,42,Female,3,213.0,-0.478123521,0.0410766660653201,0.6666666666666666,1.0227272727272727,43.5,0.172,0.5405901443333333,0.0,4.666666666666667,0.2222222222222222,100.0,1,0.8814011809999999,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1066,Ella Thompson,ella.thompson1066@example.com,42,Female,4,271.0,-0.4085849462499999,0.1268320844621834,0.5,0.4761904761904761,83.66666666666667,0.17825,0.5201776075,0.0,4.0,0.0,50.0,1,0.32896727675,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1067,Evelyn Brown,evelyn.brown1067@example.com,57,Male,4,218.5,-0.6457925885,0.039530614006348,1.0,0.3418803418803419,116.66666666666669,0.14125,0.58432009125,0.0,4.5,0.25,50.0,2,0.41514457,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1068,Mia Lewis,mia.lewis1068@example.com,26,Female,8,240.25,-0.59853602575,0.030966394370627,0.875,1.4035087719298245,24.285714285714285,0.2985,0.62399920825,0.375,3.8,2.16,62.5,3,0.151385007125,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1069,Harper Taylor,harper.taylor1069@example.com,38,Male,4,270.75,-0.4548492655,0.2814919880457435,0.75,0.4651162790697674,85.66666666666667,0.20425,0.54431351125,0.0,3.0,0.0,50.0,1,-0.17448207,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1070,Abigail Brown,abigail.brown1070@example.com,34,Male,3,82.0,-0.754222512,0.0083140798093454,1.0,0.375,119.5,0.1016666666666666,0.6057056496666666,0.0,4.0,1.0,66.66666666666666,2,0.3835538026666666,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1071,Isabella White,isabella.white1071@example.com,33,Female,6,356.8333333333333,-0.1933198108333333,0.0699892779530979,0.3333333333333333,0.7964601769911505,45.0,0.211,0.4616789386666666,0.0,2.6666666666666665,2.8888888888888893,50.0,1,-0.1009033523333333,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1072,Isabella Clark,isabella.clark1072@example.com,58,Female,2,131.5,-0.8032221795000001,0.0009337616313026,1.0,0.4166666666666666,143.0,0.1895,0.652372208,0.0,,,0.0,3,0.175723448,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1073,Ethan Jackson,ethan.jackson1073@example.com,25,Male,3,140.33333333333334,-0.5580717426666667,0.0094459061437991,0.6666666666666666,0.7826086956521738,57.0,0.1463333333333333,0.5575899830000001,0.0,5.0,0.0,33.33333333333333,1,0.4109493589999999,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1074,David Anderson,david.anderson1074@example.com,49,Male,6,148.5,-0.4547191555,0.0768636487890289,0.5,0.5142857142857143,69.8,0.1503333333333333,0.5254003921666667,0.0,3.6,0.6400000000000002,83.33333333333334,1,-0.0664507276666666,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1075,Ella Brown,ella.brown1075@example.com,53,Female,2,294.0,-0.7034612595,0.0024995988660921,1.0,0.7792207792207793,76.0,0.1285,0.5985999095,0.0,3.0,0.0,50.0,2,-0.174482092,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1076,Noah Jackson,noah.jackson1076@example.com,24,Male,1,228.0,-0.648140848,0.0,1.0,15.0,,0.221,0.612995776,0.0,5.0,0.0,100.0,2,0.654565692,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1077,Evelyn Brown,evelyn.brown1077@example.com,30,Male,4,345.5,-0.5746994762500001,0.0199712474717275,0.75,0.5042016806722689,79.0,0.2735,0.60750232975,0.25,4.0,1.0,50.0,3,0.331596203,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1078,Daniel Clark,daniel.clark1078@example.com,40,Male,7,179.57142857142858,-0.6536750537142856,0.0606303610236301,0.8571428571428571,0.9813084112149532,35.5,0.2294285714285714,0.6177443924285714,0.1428571428571428,3.5,0.75,57.14285714285714,3,0.0716668535714285,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1079,William Clark,william.clark1079@example.com,56,Male,4,215.5,-0.408959277,0.092435951159003,1.0,0.6857142857142857,58.0,0.25425,0.546899265,0.0,4.0,0.6666666666666666,75.0,1,0.30898438,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1080,Amelia Harris,amelia.harris1080@example.com,38,Female,2,229.0,-0.5197072775,0.0063247437409863,1.0,0.3333333333333333,179.0,0.2335,0.5756298655000001,0.0,4.5,0.25,100.0,2,0.7679834365,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1081,David Johnson,david.johnson1081@example.com,30,Male,5,545.2,-0.6419291645999999,0.0585789925949391,1.0,0.6,62.25,0.2504,0.6212669786,0.0,3.4,1.4400000000000002,100.0,2,0.3234540192,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1082,Amelia Lewis,amelia.lewis1082@example.com,51,Female,4,221.25,-0.6295472234999999,0.021312649574514,1.0,0.8695652173913043,45.66666666666666,0.2685,0.6235778475,0.0,4.333333333333333,0.2222222222222222,75.0,3,0.308984384,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1083,Abigail Garcia,abigail.garcia1083@example.com,28,Male,2,424.0,-0.3241133095,0.009911438451783,0.5,1.1764705882352942,50.0,0.2455,0.5162618255,0.0,4.5,0.25,100.0,1,0.881401181,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1084,Robert Jackson,robert.jackson1084@example.com,42,Male,4,126.0,-0.42101363275,0.0846951862347439,0.75,0.409556313993174,97.33333333333331,0.163,0.51887943075,0.0,4.0,0.0,25.0,1,0.35214288125,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1085,Charlotte Martin,charlotte.martin1085@example.com,23,Female,2,86.5,-0.8871422710000001,0.00126196168081,1.0,0.7692307692307692,77.0,0.13,0.6588212385000001,0.5,4.5,0.25,100.0,3,0.7679834365,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1086,John Brown,john.brown1086@example.com,28,Male,3,189.3333333333333,-0.6844728986666667,0.0001279775144109,1.0,0.3734439834024896,120.0,0.168,0.6062536923333334,0.0,4.5,0.25,66.66666666666666,2,0.6426700203333334,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1087,Lucas Clark,lucas.clark1087@example.com,50,Male,5,316.2,-0.4485385089999999,0.0957508114773912,0.6,1.5,24.75,0.2374,0.5538650154,0.2,4.0,0.0,20.0,2,0.0475313511999999,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1088,Isabella Thompson,isabella.thompson1088@example.com,21,Female,5,209.8,-0.7058079122,0.0253541236845899,1.0,0.6637168141592921,56.25,0.153,0.6079375718,0.0,3.5,2.25,80.0,2,0.081325945,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1089,David Anderson,david.anderson1089@example.com,38,Male,1,56.0,-0.058884997,0.0,0.0,15.0,,0.032,0.355337624,0.0,4.0,0.0,100.0,1,0.881401181,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1090,Isabella Martin,isabella.martin1090@example.com,50,Female,5,347.0,-0.6210162161999999,0.0330393264664388,0.8,0.9554140127388536,39.0,0.3057999999999999,0.6338602703999999,0.2,5.0,0.0,20.0,3,0.3168589858,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1091,Harper Jackson,harper.jackson1091@example.com,41,Male,2,120.5,-0.850868672,3.810500305562495e-05,1.0,0.5882352941176471,101.0,0.2925,0.7039073185,0.5,4.0,0.0,50.0,3,0.52330444,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1092,Olivia Robinson,olivia.robinson1092@example.com,26,Female,5,330.8,-0.5502667292,0.0717267227562177,0.8,0.473186119873817,79.0,0.227,0.5832866872,0.2,4.333333333333333,0.2222222222222222,60.0,3,0.5970269380000001,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1093,Ethan Clark,ethan.clark1093@example.com,27,Male,8,100.875,-0.629672818,0.0362766953099316,0.875,0.8080808080808081,42.285714285714285,0.12075,0.571906165875,0.0,4.0,1.0,75.0,1,0.277672257125,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1094,Charlotte Thompson,charlotte.thompson1094@example.com,46,Female,2,54.0,-0.8304819465,0.0006368020706289,1.0,0.335195530726257,178.0,0.1675,0.6535316325,0.0,4.0,0.0,100.0,3,0.173098922,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1096,Harper Thompson,harper.thompson1096@example.com,21,Male,1,144.0,-0.145410448,0.0,0.0,15.0,,0.177,0.434208396,0.0,5.0,0.0,100.0,1,0.870885432,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1097,Robert Jackson,robert.jackson1097@example.com,45,Male,2,124.0,-0.608972758,0.025984253903935,1.0,0.1973684210526315,303.0,0.164,0.5803161465,0.0,4.0,0.0,50.0,2,-0.144756772,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1099,Sophia Martin,sophia.martin1099@example.com,26,Female,7,176.71428571428572,-0.473800541,0.1560358909093177,0.5714285714285714,0.5932203389830509,58.833333333333336,0.1398571428571428,0.5279351758571428,0.0,3.2,3.3599999999999994,71.42857142857143,1,0.1540931418571428,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1100,David Taylor,david.taylor1100@example.com,56,Male,7,169.28571428571428,-0.6515968015714285,0.0119630726709995,0.8571428571428571,1.25,27.83333333333333,0.1407142857142857,0.5860189602857143,0.0,4.666666666666667,0.2222222222222222,42.85714285714285,2,0.4781567558571428,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1101,Emma Lewis,emma.lewis1101@example.com,44,Female,4,262.5,-0.4265931155,0.1784429607819469,0.75,0.4958677685950413,80.33333333333333,0.516,0.64424276225,0.5,4.0,1.0,50.0,3,0.17704011125,One-time intense cases (few complaints but highly negative; often resolved),,,
1102,Harper Garcia,harper.garcia1102@example.com,39,Male,4,119.5,-0.58279104525,0.0165230952585986,1.0,0.4240282685512367,94.0,0.2045,0.5859820895,0.0,4.5,0.25,100.0,2,0.87877224375,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1103,John White,john.white1103@example.com,37,Male,2,79.5,-0.7441152335000001,0.0313268216988655,1.0,0.437956204379562,136.0,0.1615,0.623362451,0.0,1.5,0.25,100.0,2,-0.8667291705,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1104,Sophia Thomas,sophia.thomas1104@example.com,22,Female,4,175.0,-0.7603453545,0.005569145392613,1.0,8.0,4.666666666666667,0.1125,0.61148724025,0.0,3.333333333333333,1.5555555555555554,75.0,2,0.06425666775,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1105,Daniel Thomas,daniel.thomas1105@example.com,51,Male,6,370.1666666666667,-0.6561943838333334,0.0415548191199756,0.8333333333333334,0.6360424028268552,56.4,0.3615,0.6647881748333333,0.5,3.0,1.5,66.66666666666666,3,0.07643871,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1106,Matthew Thompson,matthew.thompson1106@example.com,37,Male,2,287.0,-0.5943826735,0.0065520134563065,1.0,0.8823529411764706,67.0,0.1395,0.566999369,0.0,2.0,0.0,50.0,1,-0.3320500779999999,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
